customer_id,monthly_charge,payment_method,total_spend_last_12m
1830,160000,Virtual Account,1760000
1831,120000,Credit Card,840000
1832,75000,E-Wallet,525000
1833,75000,Credit Card,675000
1834,180000,Credit Card,2160000
1835,50000,Virtual Account,550000
1836,50000,Credit Card,350000
1837,50000,AutoPay,600000
1838,50000,E-Wallet,450000
1839,75000,AutoPay,675000
1840,195000,AutoPay,1365000
1841,90000,AutoPay,990000
1842,75000,E-Wallet,825000
1843,180000,AutoPay,1800000
1844,80000,Credit Card,880000
1845,50000,Credit Card,600000
1846,100000,Virtual Account,1000000
1847,75000,E-Wallet,525000
1848,50000,Virtual Account,350000
1849,105000,Virtual Account,945000
1850,75000,Credit Card,525000
1851,75000,Virtual Account,750000
1852,75000,Credit Card,900000
1853,50000,Credit Card,350000
1854,50000,AutoPay,300000
1855,75000,AutoPay,525000
1856,50000,Credit Card,450000
1857,180000,E-Wallet,2160000
1858,75000,E-Wallet,600000
1859,50000,AutoPay,450000
1860,120000,E-Wallet,720000
1861,90000,Virtual Account,900000
1862,50000,AutoPay,450000
1863,120000,E-Wallet,960000
1864,160000,Virtual Account,1280000
1865,105000,Credit Card,840000
1866,50000,E-Wallet,550000
1867,105000,AutoPay,1260000
1868,150000,AutoPay,1500000
1869,50000,AutoPay,400000
1870,50000,AutoPay,300000
1871,120000,E-Wallet,720000
1872,50000,E-Wallet,350000
1873,120000,Credit Card,1440000
1874,75000,Credit Card,600000
1875,75000,Virtual Account,675000
1876,50000,Virtual Account,550000
1877,120000,AutoPay,720000
1878,75000,Virtual Account,675000
1879,90000,AutoPay,810000
1880,75000,Credit Card,450000
1881,150000,Virtual Account,900000
1882,180000,Credit Card,1800000
1883,100000,Credit Card,700000
1884,75000,Credit Card,825000
1885,210000,Virtual Account,1260000
1886,90000,Credit Card,990000
1887,50000,Virtual Account,550000
1888,90000,AutoPay,900000
1889,120000,AutoPay,720000
1890,75000,E-Wallet,750000
1891,75000,AutoPay,750000
1892,75000,Virtual Account,675000
1893,75000,AutoPay,675000
1894,75000,Credit Card,600000
1895,50000,Virtual Account,400000
1896,75000,AutoPay,750000
1897,105000,AutoPay,840000
1898,75000,AutoPay,450000
1899,120000,Virtual Account,960000
1900,150000,Credit Card,1350000
1901,145000,Virtual Account,1015000
1902,75000,Virtual Account,750000
1903,50000,Virtual Account,300000
1904,100000,E-Wallet,600000
1905,180000,AutoPay,1800000
1906,150000,Credit Card,1350000
1907,120000,E-Wallet,1200000
1908,50000,AutoPay,450000
1909,75000,E-Wallet,900000
1910,105000,AutoPay,1260000
1911,50000,AutoPay,600000
1912,50000,AutoPay,350000
1913,180000,E-Wallet,1980000
1914,50000,AutoPay,600000
1915,50000,E-Wallet,350000
1916,50000,Virtual Account,300000
1917,180000,Virtual Account,1620000
1918,105000,Virtual Account,1155000
1919,75000,AutoPay,450000
1920,210000,Credit Card,2520000
1921,50000,AutoPay,600000
1922,75000,Credit Card,525000
1923,50000,Credit Card,300000
1924,50000,Credit Card,500000
1925,120000,AutoPay,1080000
1926,135000,AutoPay,810000
1927,115000,E-Wallet,805000
1928,75000,E-Wallet,675000
1929,75000,AutoPay,600000
1930,90000,AutoPay,540000
1931,50000,AutoPay,450000
1932,50000,E-Wallet,350000
1933,50000,AutoPay,550000
1934,120000,Virtual Account,1200000
1935,50000,AutoPay,600000
1936,50000,AutoPay,300000
1937,75000,AutoPay,600000
1938,120000,E-Wallet,840000
1939,50000,E-Wallet,550000
1940,50000,Credit Card,600000
1941,75000,E-Wallet,525000
1942,120000,E-Wallet,1320000
1943,105000,Credit Card,1260000
1944,120000,Credit Card,1200000
1945,205000,AutoPay,1435000
1946,120000,Virtual Account,1440000
1947,75000,Credit Card,825000
1948,75000,E-Wallet,750000
1949,50000,AutoPay,600000
1950,180000,Credit Card,1080000
1951,75000,E-Wallet,750000
1952,90000,AutoPay,990000
1953,75000,E-Wallet,750000
1954,50000,Credit Card,300000
1955,75000,Credit Card,450000
1956,100000,AutoPay,1200000
1957,75000,E-Wallet,675000
1958,120000,Virtual Account,1320000
1959,65000,AutoPay,780000
1960,90000,E-Wallet,900000
1961,115000,Virtual Account,1265000
1962,100000,Virtual Account,600000
1963,120000,Virtual Account,1200000
1964,75000,Credit Card,750000
1965,75000,Credit Card,600000
1966,50000,Virtual Account,400000
1967,180000,Virtual Account,2160000
1968,105000,Credit Card,1260000
1969,135000,Credit Card,1620000
1970,50000,Credit Card,600000
1971,75000,Credit Card,525000
1972,75000,AutoPay,750000
1973,120000,E-Wallet,840000
1974,105000,Credit Card,840000
1975,180000,AutoPay,1620000
1976,100000,E-Wallet,1000000
1977,75000,Virtual Account,900000
1978,80000,AutoPay,640000
1979,120000,E-Wallet,840000
1980,50000,Virtual Account,400000
1981,120000,E-Wallet,1320000
1982,220000,Virtual Account,1320000
1983,210000,Credit Card,1260000
1984,75000,Credit Card,900000
1985,75000,E-Wallet,750000
1986,120000,E-Wallet,1320000
1987,75000,Virtual Account,450000
1988,75000,E-Wallet,825000
1989,65000,E-Wallet,455000
1990,105000,E-Wallet,1155000
1991,90000,Virtual Account,990000
1992,50000,Credit Card,600000
1993,75000,Credit Card,900000
1994,90000,Virtual Account,810000
1995,75000,Credit Card,525000
1996,50000,Credit Card,450000
1997,75000,E-Wallet,600000
1998,50000,AutoPay,400000
1999,100000,AutoPay,700000
2000,75000,Credit Card,450000
