customer_id,age,region,segment,tenure_month,plan_id
1429,38,Jawa Barat,Youth,30,3
1430,31,Jawa Barat,Youth,13,4
1431,48,Jawa Tengah,Adult,1,3
1432,65,Sumatera,Senior,34,2
1433,35,Sulawesi,Adult,15,1
1434,24,Kalimantan,Youth,44,3
1435,27,Jawa Timur,Senior,14,3
1436,24,Sulawesi,Youth,29,3
1437,50,Kalimantan,Senior,34,2
1438,40,Jawa Timur,Youth,18,1
1439,38,Jawa Tengah,Senior,7,3
1440,36,Jawa Barat,Senior,29,3
1441,65,Jawa Tengah,Youth,31,4
1442,36,Jawa Tengah,Senior,25,1
1443,53,Sulawesi,Adult,38,1
1444,46,Jakarta,Youth,14,1
1445,35,Sulawesi,Adult,8,3
1446,19,Sumatera,Youth,27,1
1447,18,Jawa Timur,Senior,2,1
1448,64,Jawa Barat,Senior,17,4
1449,22,Sulawesi,Senior,37,1
1450,37,Jawa Timur,Youth,14,3
1451,28,Kalimantan,Adult,25,2
1452,59,Jawa Timur,Adult,30,3
1453,19,Kalimantan,Youth,29,2
1454,20,Sulawesi,Youth,20,4
1455,40,Sumatera,Adult,21,4
1456,29,Sulawesi,Adult,22,1
1457,37,Kalimantan,Adult,35,1
1458,22,Jawa Timur,Adult,37,1
1459,54,Jawa Timur,Youth,16,2
1460,55,Kalimantan,Youth,43,3
1461,47,Jawa Tengah,Senior,17,2
1462,26,Sumatera,Adult,16,2
1463,51,Jakarta,Senior,2,1
1464,61,Jawa Barat,Youth,4,3
1465,52,Jawa Timur,Youth,21,4
1466,69,Jawa Barat,Senior,39,1
1467,39,Jakarta,Adult,34,2
1468,61,Sulawesi,Adult,30,1
1469,41,Jawa Barat,Adult,6,2
1470,34,Jakarta,Adult,17,2
1471,27,Kalimantan,Senior,39,1
1472,47,Jawa Tengah,Senior,25,2
1473,63,Jawa Timur,Youth,5,1
1474,40,Jakarta,Adult,5,2
1475,49,Jawa Barat,Adult,20,2
1476,34,Jawa Timur,Adult,16,1
1477,67,Jawa Tengah,Senior,41,3
1478,68,Kalimantan,Adult,37,3
1479,34,Sulawesi,Senior,40,2
1480,31,Jawa Timur,Adult,9,1
1481,26,Sulawesi,Adult,5,3
1482,57,Jakarta,Youth,42,4
1483,19,Jawa Tengah,Adult,2,1
1484,62,Jawa Barat,Adult,9,1
1485,42,Jawa Tengah,Youth,43,1
1486,56,Jawa Tengah,Senior,36,2
1487,26,Sumatera,Senior,22,1
1488,39,Jawa Tengah,Adult,22,2
1489,60,Jawa Tengah,Senior,22,2
1490,63,Jawa Timur,Adult,34,2
1491,21,Jawa Barat,Youth,29,2
1492,43,Jawa Timur,Youth,38,2
1493,46,Jawa Timur,Adult,46,2
1494,62,Jakarta,Youth,33,1
1495,51,Jawa Timur,Youth,18,1
1496,40,Sumatera,Adult,7,3
1497,54,Sumatera,Adult,1,1
1498,28,Sulawesi,Youth,33,3
1499,23,Jakarta,Senior,1,4
1500,35,Sulawesi,Senior,24,1
1501,38,Sulawesi,Adult,4,2
1502,59,Kalimantan,Adult,4,2
1503,53,Jawa Barat,Senior,18,3
1504,58,Jawa Barat,Youth,27,4
1505,55,Jawa Timur,Senior,43,3
1506,51,Jawa Timur,Senior,32,1
1507,34,Kalimantan,Senior,33,2
1508,54,Jawa Timur,Senior,28,2
1509,42,Jawa Barat,Adult,42,2
1510,55,Sulawesi,Adult,41,1
1511,29,Jawa Tengah,Youth,36,1
1512,40,Sumatera,Youth,6,3
1513,59,Jawa Tengah,Youth,16,2
1514,39,Jawa Tengah,Youth,34,1
1515,38,Jawa Barat,Senior,23,2
1516,44,Jawa Tengah,Adult,42,3
1517,48,Kalimantan,Adult,24,3
1518,23,Jakarta,Youth,13,1
1519,44,Jawa Timur,Youth,18,1
1520,57,Jakarta,Senior,13,1
1521,51,Sulawesi,Senior,37,4
1522,29,Sumatera,Youth,43,2
1523,62,Jawa Timur,Adult,39,2
1524,24,Jawa Tengah,Adult,42,2
1525,27,Sumatera,Adult,17,2
1526,62,Jawa Timur,Youth,15,3
1527,34,Kalimantan,Adult,18,2
1528,43,Kalimantan,Senior,23,1
1529,38,Kalimantan,Senior,30,1
1530,45,Kalimantan,Youth,34,2
1531,63,Jawa Tengah,Senior,4,4
1532,19,Jakarta,Youth,3,1
1533,60,Jawa Timur,Adult,7,3
1534,18,Jawa Tengah,Adult,18,3
1535,68,Kalimantan,Adult,42,1
1536,53,Sulawesi,Senior,7,1
1537,68,Jakarta,Youth,40,1
1538,43,Sulawesi,Adult,6,3
1539,46,Sumatera,Youth,22,1
1540,38,Sulawesi,Adult,1,2
1541,28,Sumatera,Senior,4,2
1542,57,Sumatera,Senior,46,3
1543,28,Kalimantan,Youth,43,1
1544,53,Sumatera,Senior,29,2
1545,66,Jawa Barat,Senior,21,2
1546,56,Jawa Timur,Youth,26,2
1547,57,Jawa Timur,Adult,14,3
1548,52,Kalimantan,Senior,9,1
1549,51,Jawa Barat,Youth,47,3
1550,64,Sulawesi,Senior,12,2
1551,41,Jawa Tengah,Senior,42,2
1552,39,Sulawesi,Senior,6,2
1553,22,Jawa Tengah,Senior,20,2
1554,50,Sumatera,Youth,24,1
1555,53,Jakarta,Youth,27,2
1556,64,Jawa Tengah,Youth,38,2
1557,37,Jakarta,Senior,8,2
1558,36,Jawa Timur,Senior,1,1
1559,52,Jakarta,Senior,24,4
1560,69,Jawa Timur,Youth,47,2
1561,60,Jawa Barat,Senior,7,1
1562,34,Jawa Barat,Adult,19,2
1563,62,Kalimantan,Senior,22,3
1564,60,Kalimantan,Adult,35,3
1565,51,Sumatera,Senior,30,2
1566,26,Jawa Tengah,Youth,29,3
1567,43,Sumatera,Senior,22,1
1568,19,Jawa Timur,Adult,11,2
1569,26,Sumatera,Adult,20,3
1570,26,Jakarta,Senior,29,3
1571,57,Jawa Timur,Adult,41,2
1572,34,Kalimantan,Adult,42,3
1573,18,Jawa Barat,Youth,34,1
1574,42,Kalimantan,Senior,1,3
1575,60,Jawa Tengah,Senior,31,1
1576,57,Jawa Timur,Senior,30,1
1577,59,Jawa Timur,Adult,18,1
1578,42,Jakarta,Senior,17,2
1579,56,Jawa Tengah,Senior,38,1
1580,52,Jawa Barat,Youth,14,1
1581,20,Sulawesi,Youth,23,1
1582,67,Jawa Timur,Youth,25,1
1583,54,Jawa Timur,Adult,15,2
1584,61,Jakarta,Senior,46,2
1585,61,Sumatera,Youth,22,1
1586,68,Jawa Barat,Youth,3,3
1587,47,Kalimantan,Youth,19,3
1588,55,Jawa Tengah,Senior,44,3
1589,51,Jawa Timur,Senior,34,1
1590,29,Jawa Timur,Senior,35,3
1591,36,Kalimantan,Adult,1,1
1592,54,Jawa Barat,Adult,21,1
1593,61,Sumatera,Youth,29,1
1594,66,Jawa Timur,Senior,6,3
1595,34,Jawa Barat,Youth,37,1
1596,27,Kalimantan,Senior,1,1
1597,66,Jakarta,Senior,1,1
1598,64,Sumatera,Senior,27,3
1599,29,Jawa Tengah,Adult,21,2
1600,33,Jawa Timur,Adult,16,1
1601,41,Jawa Barat,Senior,44,2
1602,36,Jakarta,Youth,40,2
1603,25,Jawa Tengah,Senior,26,2
1604,48,Sulawesi,Senior,16,1
1605,38,Jawa Barat,Youth,28,3
1606,34,Jawa Barat,Senior,1,1
1607,40,Jawa Tengah,Youth,36,2
1608,54,Jakarta,Adult,10,1
1609,33,Sulawesi,Adult,43,2
1610,23,Kalimantan,Youth,17,2
1611,25,Jakarta,Adult,23,2
1612,42,Sumatera,Adult,7,1
1613,35,Jawa Timur,Youth,44,3
1614,42,Jawa Tengah,Adult,7,1
1615,29,Kalimantan,Senior,44,2
1616,32,Sulawesi,Senior,15,3
1617,43,Jawa Tengah,Youth,34,2
1618,58,Jawa Tengah,Adult,46,3
1619,62,Jakarta,Senior,45,2
1620,43,Jawa Timur,Senior,4,2
1621,64,Sumatera,Adult,14,3
1622,49,Jawa Barat,Adult,14,1
1623,27,Jawa Barat,Senior,16,2
1624,33,Jawa Tengah,Senior,7,3
1625,24,Jawa Timur,Youth,32,2
1626,34,Sulawesi,Youth,19,1
1627,40,Sulawesi,Senior,2,2
1628,43,Kalimantan,Youth,10,3
1629,38,Jakarta,Senior,17,4
1630,39,Jawa Timur,Senior,37,2
1631,24,Jawa Timur,Youth,12,2
1632,31,Jakarta,Youth,6,4
1633,32,Sulawesi,Adult,22,1
1634,24,Sulawesi,Adult,32,1
1635,26,Sulawesi,Adult,41,3
1636,68,Jawa Tengah,Senior,20,3
1637,65,Jawa Timur,Youth,1,3
1638,25,Jawa Barat,Senior,47,2
1639,67,Jakarta,Youth,6,1
1640,40,Sulawesi,Senior,19,2
1641,46,Kalimantan,Adult,18,1
1642,35,Sulawesi,Adult,6,1
1643,48,Sulawesi,Adult,45,3
1644,47,Sumatera,Senior,33,1
1645,69,Jawa Tengah,Youth,23,3
1646,56,Jakarta,Youth,23,2
1647,52,Sumatera,Adult,26,2
1648,35,Sumatera,Adult,13,1
1649,59,Kalimantan,Adult,7,1
1650,56,Jawa Timur,Adult,15,1
1651,34,Kalimantan,Youth,44,4
1652,31,Jawa Timur,Senior,27,3
1653,48,Jawa Timur,Senior,26,2
1654,41,Jakarta,Senior,33,1
1655,52,Sulawesi,Senior,15,4
1656,61,Jakarta,Adult,36,1
1657,62,Jawa Tengah,Adult,45,1
1658,51,Jawa Timur,Adult,27,2
1659,20,Sumatera,Senior,5,4
1660,54,Sulawesi,Adult,2,1
1661,60,Jawa Barat,Adult,33,1
1662,57,Jawa Tengah,Youth,16,4
1663,43,Jakarta,Youth,23,1
1664,40,Kalimantan,Adult,38,1
1665,61,Jawa Tengah,Youth,16,2
1666,56,Jawa Tengah,Youth,14,3
1667,32,Sulawesi,Adult,29,2
1668,66,Jawa Tengah,Adult,26,4
1669,21,Jawa Tengah,Adult,35,2
1670,46,Jawa Barat,Adult,15,1
1671,39,Kalimantan,Senior,3,4
1672,42,Kalimantan,Senior,23,2
1673,30,Kalimantan,Adult,29,1
1674,35,Jawa Timur,Youth,34,2
1675,50,Sumatera,Adult,33,1
1676,33,Kalimantan,Adult,41,1
1677,62,Jawa Tengah,Youth,41,1
1678,59,Jawa Tengah,Senior,23,2
1679,61,Kalimantan,Adult,7,3
1680,19,Sulawesi,Adult,3,2
1681,52,Kalimantan,Senior,32,4
1682,59,Jawa Tengah,Senior,31,1
1683,51,Jawa Timur,Youth,18,1
1684,47,Jakarta,Senior,43,1
1685,30,Jakarta,Senior,7,1
1686,30,Kalimantan,Senior,41,1
1687,35,Jawa Barat,Youth,1,3
1688,49,Kalimantan,Senior,14,4
1689,49,Sulawesi,Senior,32,4
1690,52,Kalimantan,Youth,6,1
1691,56,Jakarta,Senior,39,3
1692,63,Jawa Tengah,Senior,10,1
1693,69,Kalimantan,Youth,7,1
1694,46,Jawa Tengah,Adult,26,3
1695,66,Jawa Tengah,Youth,34,2
1696,46,Jawa Barat,Senior,30,1
1697,61,Jawa Tengah,Senior,36,2
1698,33,Jakarta,Senior,21,1
1699,61,Jawa Timur,Youth,17,3
1700,64,Jawa Timur,Senior,33,2
1701,27,Sumatera,Senior,10,4
1702,47,Sulawesi,Youth,47,1
1703,42,Kalimantan,Adult,42,2
1704,56,Sulawesi,Adult,12,2
1705,37,Jakarta,Senior,16,2
1706,22,Jawa Tengah,Youth,41,1
1707,18,Jawa Timur,Senior,32,3
1708,47,Sulawesi,Youth,15,3
1709,66,Jakarta,Youth,27,4
1710,20,Jawa Timur,Adult,28,3
1711,62,Jawa Tengah,Adult,17,3
1712,31,Sulawesi,Youth,46,2
1713,47,Jawa Timur,Senior,2,3
1714,67,Kalimantan,Adult,36,1
1715,21,Kalimantan,Senior,7,2
1716,35,Sumatera,Adult,13,1
1717,54,Sumatera,Adult,15,2
1718,42,Jawa Timur,Senior,25,1
1719,65,Jakarta,Adult,23,4
1720,18,Kalimantan,Adult,22,1
1721,63,Jakarta,Senior,26,1
1722,32,Jakarta,Adult,33,2
1723,26,Jawa Timur,Adult,11,1
1724,32,Jakarta,Adult,10,1
1725,66,Kalimantan,Senior,25,1
1726,41,Jawa Tengah,Youth,37,2
1727,21,Sumatera,Senior,43,2
1728,29,Jawa Tengah,Youth,38,3
1729,54,Jakarta,Adult,41,3
1730,54,Jawa Tengah,Youth,45,2
1731,60,Kalimantan,Senior,24,1
1732,23,Kalimantan,Senior,40,1
1733,56,Jakarta,Adult,46,3
1734,63,Jawa Timur,Youth,33,1
1735,41,Jawa Tengah,Adult,17,1
1736,28,Jawa Timur,Adult,24,3
1737,30,Jawa Timur,Senior,37,2
1738,51,Jawa Barat,Youth,2,1
1739,42,Jakarta,Youth,32,1
1740,24,Sumatera,Youth,24,4
1741,69,Kalimantan,Youth,9,3
1742,21,Kalimantan,Adult,4,3
1743,25,Jakarta,Adult,17,2
1744,37,Sulawesi,Senior,17,2
1745,46,Sulawesi,Adult,30,4
1746,68,Sulawesi,Adult,40,4
1747,62,Sumatera,Senior,11,1
1748,63,Kalimantan,Senior,21,3
1749,27,Jakarta,Senior,21,1
1750,60,Kalimantan,Adult,18,1
1751,51,Jawa Timur,Adult,29,2
1752,43,Jawa Tengah,Senior,24,2
1753,58,Jawa Tengah,Senior,10,4
1754,66,Kalimantan,Senior,45,1
1755,20,Jawa Barat,Adult,17,2
1756,23,Sumatera,Adult,18,4
1757,22,Sulawesi,Youth,42,4
1758,22,Sumatera,Adult,20,1
1759,64,Sumatera,Adult,37,2
1760,40,Jawa Timur,Adult,45,2
1761,66,Sumatera,Senior,18,1
1762,26,Jawa Tengah,Adult,17,4
1763,52,Jawa Timur,Senior,9,4
1764,37,Jakarta,Youth,14,1
1765,66,Sumatera,Youth,29,1
1766,59,Sumatera,Senior,31,1
1767,52,Jakarta,Senior,4,4
1768,67,Sumatera,Senior,18,1
1769,35,Jakarta,Adult,20,2
1770,34,Jawa Timur,Youth,47,2
1771,41,Jawa Tengah,Senior,43,2
1772,20,Jakarta,Adult,44,1
1773,49,Jawa Barat,Youth,9,1
1774,52,Jakarta,Adult,13,4
1775,55,Sumatera,Youth,15,4
1776,30,Sulawesi,Adult,27,3
1777,64,Sulawesi,Youth,15,1
1778,42,Jawa Timur,Youth,28,1
1779,26,Kalimantan,Adult,37,2
1780,21,Jawa Timur,Senior,19,1
1781,31,Kalimantan,Youth,26,4
1782,54,Sulawesi,Senior,26,2
1783,51,Sulawesi,Adult,25,1
1784,28,Jakarta,Senior,26,4
1785,58,Jawa Tengah,Senior,26,4
1786,20,Jawa Barat,Senior,46,1
1787,45,Jawa Timur,Senior,28,2
1788,46,Sumatera,Senior,18,1
1789,26,Kalimantan,Youth,32,2
1790,20,Sumatera,Youth,3,1
1791,42,Jawa Tengah,Youth,2,2
1792,51,Kalimantan,Adult,33,4
1793,29,Jawa Timur,Senior,42,2
1794,59,Jakarta,Youth,19,1
1795,26,Sumatera,Adult,17,2
1796,32,Jawa Tengah,Youth,44,1
1797,57,Jawa Timur,Youth,33,3
1798,42,Sulawesi,Senior,12,2
1799,22,Sulawesi,Adult,3,1
1800,28,Jawa Timur,Senior,43,1
1801,51,Jawa Timur,Senior,26,3
1802,41,Jawa Timur,Youth,35,1
1803,32,Kalimantan,Senior,8,3
1804,55,Jawa Timur,Adult,36,1
1805,25,Sumatera,Senior,7,1
1806,22,Jawa Tengah,Senior,46,2
1807,65,Kalimantan,Senior,46,4
1808,43,Jawa Timur,Youth,36,4
1809,35,Jawa Barat,Adult,16,1
1810,23,Jawa Barat,Youth,24,2
1811,54,Jawa Tengah,Youth,1,1
1812,65,Sulawesi,Youth,25,2
1813,30,Jakarta,Youth,10,2
1814,45,Jakarta,Youth,16,4
1815,22,Sulawesi,Adult,16,4
1816,30,Kalimantan,Senior,8,2
1817,34,Kalimantan,Youth,29,2
1818,67,Kalimantan,Youth,39,3
1819,57,Jakarta,Adult,28,3
1820,62,Jawa Barat,Adult,6,1
1821,49,Jakarta,Senior,16,1
1822,46,Sumatera,Adult,20,2
1823,68,Jawa Timur,Senior,16,1
1824,20,Kalimantan,Youth,7,1
1825,57,Jawa Barat,Youth,41,1
1826,51,Jawa Tengah,Senior,14,2
1827,57,Jawa Tengah,Adult,43,1
1828,44,Jawa Timur,Senior,26,1
1829,30,Jawa Barat,Adult,26,1
1830,62,Jakarta,Youth,14,3
1831,50,Jakarta,Adult,7,3
1832,23,Sumatera,Senior,33,2
1833,41,Sumatera,Senior,26,2
1834,36,Jakarta,Youth,45,4
1835,33,Jawa Tengah,Adult,20,1
1836,57,Kalimantan,Adult,3,1
1837,45,Jawa Tengah,Adult,4,1
1838,50,Sumatera,Youth,26,1
1839,65,Jawa Timur,Adult,11,2
1840,58,Jakarta,Senior,2,4
1841,30,Sumatera,Adult,14,2
1842,60,Sumatera,Youth,44,2
1843,62,Kalimantan,Adult,30,4
1844,42,Jakarta,Adult,12,1
1845,59,Kalimantan,Senior,26,1
1846,53,Jakarta,Adult,44,2
1847,44,Kalimantan,Senior,33,2
1848,55,Jawa Tengah,Senior,13,1
1849,24,Jawa Timur,Youth,14,2
1850,22,Jawa Timur,Senior,24,2
1851,60,Jakarta,Senior,34,2
1852,62,Jawa Barat,Youth,44,2
1853,68,Sulawesi,Senior,26,1
1854,48,Sumatera,Youth,21,1
1855,40,Sumatera,Adult,28,2
1856,59,Jakarta,Youth,36,1
1857,27,Kalimantan,Senior,40,4
1858,49,Jawa Barat,Youth,2,2
1859,60,Jawa Tengah,Senior,42,1
1860,47,Kalimantan,Adult,9,3
1861,56,Kalimantan,Youth,23,2
1862,48,Jakarta,Adult,15,1
1863,35,Jakarta,Senior,13,3
1864,53,Sumatera,Senior,23,3
1865,19,Jakarta,Adult,17,2
1866,31,Jakarta,Youth,2,1
1867,30,Jakarta,Youth,20,2
1868,46,Sumatera,Senior,20,3
1869,29,Jawa Tengah,Adult,46,1
1870,56,Jawa Tengah,Adult,3,1
1871,19,Sulawesi,Youth,12,3
1872,49,Sulawesi,Youth,40,1
1873,30,Jakarta,Youth,2,3
1874,63,Sulawesi,Adult,36,2
1875,44,Sumatera,Youth,14,2
1876,66,Jawa Tengah,Youth,16,1
1877,58,Kalimantan,Senior,19,3
1878,34,Jawa Tengah,Youth,34,2
1879,57,Jawa Tengah,Youth,44,2
1880,48,Sumatera,Adult,46,2
1881,51,Sulawesi,Adult,6,3
1882,41,Kalimantan,Senior,13,4
1883,62,Sumatera,Youth,36,2
1884,52,Jakarta,Senior,22,2
1885,65,Jawa Timur,Adult,18,4
1886,23,Jawa Tengah,Senior,12,2
1887,36,Jawa Timur,Adult,30,1
1888,47,Sumatera,Senior,40,1
1889,24,Sumatera,Senior,7,3
1890,27,Sumatera,Youth,32,2
1891,58,Jawa Timur,Senior,19,2
1892,49,Sumatera,Youth,6,2
1893,51,Jakarta,Youth,20,1
1894,45,Sumatera,Youth,27,2
1895,32,Jawa Barat,Youth,43,1
1896,47,Sulawesi,Senior,37,2
1897,54,Jawa Timur,Adult,7,2
1898,46,Jawa Barat,Adult,5,2
1899,39,Sumatera,Adult,11,3
1900,21,Jakarta,Senior,15,3
1901,37,Jawa Tengah,Youth,3,3
1902,49,Kalimantan,Adult,5,1
1903,53,Sulawesi,Senior,23,1
1904,67,Kalimantan,Youth,37,2
1905,21,Sumatera,Adult,9,4
1906,44,Sulawesi,Youth,15,3
1907,34,Sulawesi,Adult,3,3
1908,29,Jakarta,Adult,29,1
1909,39,Sulawesi,Adult,6,2
1910,34,Jawa Timur,Youth,17,2
1911,27,Jawa Barat,Senior,26,1
1912,18,Jawa Barat,Youth,21,1
1913,39,Jawa Barat,Adult,8,4
1914,43,Jawa Timur,Youth,21,1
1915,35,Kalimantan,Senior,11,1
1916,67,Jakarta,Youth,38,1
1917,31,Sulawesi,Senior,8,4
1918,64,Jawa Timur,Senior,42,2
1919,46,Jawa Barat,Youth,24,2
1920,29,Sumatera,Adult,35,4
1921,53,Jawa Tengah,Senior,14,1
1922,52,Sulawesi,Youth,14,2
1923,69,Jawa Timur,Senior,10,1
1924,29,Jawa Timur,Adult,12,1
1925,24,Jakarta,Youth,38,3
1926,46,Jakarta,Youth,44,3
1927,28,Jawa Timur,Youth,46,2
1928,50,Jawa Barat,Adult,34,2
1929,23,Jawa Tengah,Senior,41,2
1930,64,Sulawesi,Youth,10,1
1931,32,Jakarta,Senior,17,1
1932,49,Sulawesi,Senior,17,1
1933,68,Jawa Barat,Adult,3,1
1934,28,Sulawesi,Youth,31,3
1935,40,Sumatera,Senior,1,1
1936,43,Jakarta,Youth,12,1
1937,51,Jawa Barat,Youth,39,2
1938,63,Jawa Barat,Adult,4,3
1939,51,Jawa Tengah,Youth,42,1
1940,46,Jawa Tengah,Youth,13,1
1941,21,Sumatera,Senior,34,2
1942,34,Jawa Barat,Adult,42,3
1943,52,Kalimantan,Youth,21,2
1944,30,Jawa Barat,Senior,22,3
1945,58,Jawa Tengah,Adult,4,4
1946,56,Kalimantan,Adult,18,3
1947,32,Jakarta,Senior,5,2
1948,46,Jakarta,Senior,19,2
1949,46,Sulawesi,Senior,2,1
1950,28,Jawa Timur,Senior,12,4
1951,69,Jawa Tengah,Senior,17,2
1952,49,Jawa Timur,Youth,10,1
1953,19,Kalimantan,Youth,34,2
1954,64,Jawa Tengah,Adult,6,1
1955,31,Sumatera,Youth,8,2
1956,37,Jawa Barat,Youth,11,2
1957,39,Sumatera,Youth,12,2
1958,28,Kalimantan,Senior,9,3
1959,44,Jawa Tengah,Adult,2,1
1960,20,Kalimantan,Adult,8,2
1961,34,Jawa Barat,Adult,11,2
1962,61,Jakarta,Adult,36,2
1963,45,Jakarta,Youth,10,3
1964,46,Kalimantan,Youth,21,2
1965,38,Jawa Timur,Senior,20,2
1966,64,Jawa Tengah,Adult,8,1
1967,33,Jawa Tengah,Youth,36,4
1968,54,Jakarta,Youth,29,2
1969,37,Sulawesi,Senior,42,3
1970,23,Sumatera,Senior,12,1
1971,36,Sulawesi,Senior,14,1
1972,22,Jawa Barat,Youth,21,2
1973,20,Sumatera,Youth,22,3
1974,18,Sumatera,Senior,21,2
1975,55,Kalimantan,Adult,44,4
1976,32,Jakarta,Senior,30,2
1977,51,Sulawesi,Senior,39,2
1978,52,Sulawesi,Senior,20,1
1979,66,Jakarta,Senior,24,3
1980,42,Sulawesi,Youth,23,1
1981,41,Jakarta,Adult,7,3
1982,29,Kalimantan,Senior,9,4
1983,35,Jawa Timur,Adult,1,4
1984,32,Sumatera,Adult,26,2
1985,61,Kalimantan,Adult,38,2
1986,33,Jawa Tengah,Senior,38,3
1987,44,Jawa Barat,Youth,44,1
1988,25,Jawa Timur,Senior,22,2
1989,63,Jawa Tengah,Adult,44,1
1990,42,Sumatera,Adult,10,2
1991,34,Sulawesi,Youth,6,1
1992,46,Jakarta,Senior,17,1
1993,25,Sumatera,Adult,38,2
1994,32,Kalimantan,Youth,24,2
1995,44,Jawa Barat,Adult,10,2
1996,63,Kalimantan,Youth,8,1
1997,67,Jawa Timur,Youth,21,2
1998,69,Jawa Timur,Senior,6,1
1999,24,Jawa Barat,Adult,21,2
2000,20,Jawa Tengah,Senior,39,2
